Probe Set ID	Gene Symbol	Gene Title	Entrez Gene
TC19000826.hg.1	MIR520A	microRNA 520a	574467
TC19000827.hg.1	MIR526B	microRNA 526b	574468
TC19000828.hg.1	MIR519B	microRNA 519b	574469
TC19000829.hg.1	MIR525	microRNA 525	574470
TC19000830.hg.1	MIR523	microRNA 523	574471
TC19000831.hg.1	MIR518F	microRNA 518f	574472
TC19000832.hg.1	MIR520B	microRNA 520b	574473
TC19000833.hg.1	MIR518B	microRNA 518b	574474
TC19000834.hg.1	MIR526A1	microRNA 526a-1	574475
TC19000835.hg.1	MIR520C	microRNA 520c	574476
TC19000836.hg.1	MIR518C	microRNA 518c	574477
TC19000837.hg.1	MIR524	microRNA 524	574478
TC19000838.hg.1	MIR517A	microRNA 517a	574479
TC19000839.hg.1	MIR519D	microRNA 519d	574480
TC19000840.hg.1	MIR521-2	microRNA 521-2	574481
TC19000841.hg.1	MIR520D	microRNA 520d	574482
TC19000842.hg.1	MIR517B	microRNA 517b	574483
TC19000843.hg.1	MIR520G	microRNA 520g	574484
TC19000844.hg.1	MIR516B2	microRNA 516b-2	574485
TC19000845.hg.1	MIR526A2	microRNA 526a-2	574486
TC19000846.hg.1	MIR518E	microRNA 518e	574487
TC19000847.hg.1	MIR518A1	microRNA 518a-1	574488
TC19000848.hg.1	MIR518D	microRNA 518d	574489
TC19000849.hg.1	MIR516B1	microRNA 516b-1	574490
TC19000850.hg.1	MIR518A2	microRNA 518a-2	574491
TC19000851.hg.1	MIR517C	microRNA 517c	574492
TC19000852.hg.1	MIR520H	microRNA 520h	574493
TC19000853.hg.1	MIR521-1	microRNA 521-1	574494
TC19000854.hg.1	MIR522	microRNA 522	574495
TC19000855.hg.1	MIR519A1	microRNA 519a-1	574496
TC19000856.hg.1	MIR527	microRNA 527	574497
TC19000857.hg.1	MIR516A1	microRNA 516a-1	574498
TC19000858.hg.1	MIR1283-2	microRNA 1283-2	100302205
TC19000859.hg.1	MIR516A2	microRNA 516a-2	574499
TC19000860.hg.1	MIR519A2	microRNA 519a-2	574500
TC19000861.hg.1	NA	NA	NA
TC19000862.hg.1	MIR373	microRNA 373	442918
TC19000863.hg.1	NA	NA	NA
TC19000864.hg.1	NA	NA	NA
TC19000865.hg.1	MYADM	myeloid-associated differentiation marker	91663
TC19000866.hg.1	PRKCG	protein kinase C, gamma	5582
TC19000867.hg.1	NA	NA	NA
TC19000868.hg.1	CACNG7	calcium channel, voltage-dependent, gamma subunit 7	59284
TC19000869.hg.1	NA	NA	NA
TC19000870.hg.1	CACNG6	calcium channel, voltage-dependent, gamma subunit 6	59285
TC19000871.hg.1	NDUFA3	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 3, 9kDa	4696
TC19000872.hg.1	PRPF31	PRP31 pre-mRNA processing factor 31 homolog (S. cerevisiae)	26121
TC19000873.hg.1	CNOT3	CCR4-NOT transcription complex, subunit 3	4849
TC19000874.hg.1	TSEN34	tRNA splicing endonuclease 34 homolog (S. cerevisiae)	79042
TC19000875.hg.1	RPS9	ribosomal protein S9	6203
TC19000876.hg.1	MIR4752	microRNA 4752	100616171
TC19000877.hg.1	TTYH1	tweety homolog 1 (Drosophila)	57348
TC19000878.hg.1	LENG8	leukocyte receptor cluster (LRC) member 8	114823
TC19000879.hg.1	LAIR2	leukocyte-associated immunoglobulin-like receptor 2	3904
TC19000880.hg.1	KIR3DX1	killer cell immunoglobulin-like receptor, three domains, X1	90011
TC19000882.hg.1	LILRB4	leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 4	11006
TC19000883.hg.1	LILRP2	leukocyte immunoglobulin-like receptor pseudogene 2	79166
TC19000885.hg.1	FCAR	Fc fragment of IgA, receptor for	2204
TC19000886.hg.1	NCR1	natural cytotoxicity triggering receptor 1	9437
TC19000887.hg.1	NLRP2	NLR family, pyrin domain containing 2	55655
TC19000888.hg.1	EPS8L1	EPS8-like 1	54869
TC19000889.hg.1	NA	NA	NA
TC19000890.hg.1	NA	NA	NA
TC19000891.hg.1	NA	NA	NA
TC19000892.hg.1	BRSK1	BR serine/threonine kinase 1	84446
TC19000893.hg.1	NA	NA	NA
TC19000894.hg.1	SUV420H2	suppressor of variegation 4-20 homolog 2 (Drosophila)	84787
TC19000895.hg.1	TMEM190	transmembrane protein 190	147744
TC19000896.hg.1	RPL28	ribosomal protein L28	6158
TC19000897.hg.1	NA	NA	NA
TC19000898.hg.1	ZNF628	zinc finger protein 628	89887
TC19000899.hg.1	NAT14	N-acetyltransferase 14 (GCN5-related, putative)	57106
TC19000900.hg.1	SSC5D	scavenger receptor cysteine rich domain containing (5 domains)	284297
TC19000901.hg.1	ZNF524	zinc finger protein 524	147807
TC19000902.hg.1	ZNF865	zinc finger protein 865	100507290
TC19000903.hg.1	ZNF581	zinc finger protein 581	51545
TC19000904.hg.1	ZNF580	zinc finger protein 580	51157
TC19000905.hg.1	CCDC106	coiled-coil domain containing 106	29903
TC19000906.hg.1	U2AF2	U2 small nuclear RNA auxiliary factor 2	11338
TC19000907.hg.1	EPN1	epsin 1	29924
TC19000908.hg.1	NA	NA	NA
TC19000909.hg.1	NA	NA	NA
TC19000910.hg.1	NA	NA	NA
TC19000911.hg.1	LOC729974	ret finger protein-like 4A-like	729974
TC19000912.hg.1	NA	NA	NA
TC19000913.hg.1	NLRP4	NLR family, pyrin domain containing 4	147945
TC19000914.hg.1	NLRP8	NLR family, pyrin domain containing 8	126205
TC19000915.hg.1	NLRP5	NLR family, pyrin domain containing 5	126206
TC19000916.hg.1	NA	NA	NA
TC19000917.hg.1	NA	NA	NA
TC19000918.hg.1	ZNF444	zinc finger protein 444	55311
TC19000919.hg.1	GALP	galanin-like peptide	85569
TC19000920.hg.1	NA	NA	NA
TC19000921.hg.1	ZNF542	zinc finger protein 542	147947
TC19000922.hg.1	LOC386758	uncharacterized LOC386758	386758
TC19000923.hg.1	ZNF583	zinc finger protein 583	147949
TC19000924.hg.1	LOC100128252	uncharacterized LOC100128252	100128252
TC19000925.hg.1	ZNF471	zinc finger protein 471	57573
TC19000926.hg.1	ZFP28	zinc finger protein 28 homolog (mouse)	140612
TC19000927.hg.1	ZNF470	zinc finger protein 470	388566
TC19000928.hg.1	ZNF71	zinc finger protein 71	58491
TC19000929.hg.1	LOC147670	uncharacterized LOC147670	147670
TC19000930.hg.1	NA	NA	NA
TC19000931.hg.1	PEG3-AS1	PEG3 antisense RNA 1 (non-protein coding)	100169890
TC19000932.hg.1	MIMT1	MER1 repeat containing imprinted transcript 1 (non-protein coding)	100073347
TC19000933.hg.1	USP29	ubiquitin specific peptidase 29	57663
TC19000934.hg.1	ZNF264	zinc finger protein 264	9422
TC19000935.hg.1	AURKC	aurora kinase C	6795
TC19000936.hg.1	ZNF805	zinc finger protein 805	390980
TC19000937.hg.1	ZNF460	zinc finger protein 460	10794
TC19000938.hg.1	ZNF543	zinc finger protein 543	125919
TC19000939.hg.1	ZNF304	zinc finger protein 304	57343
TC19000940.hg.1	NA	NA	NA
TC19000942.hg.1	ZNF749	zinc finger protein 749	388567
TC19000943.hg.1	ZNF419	zinc finger protein 419	79744
TC19000944.hg.1	ZNF773	zinc finger protein 773	374928
TC19000945.hg.1	ZNF549	zinc finger protein 549	256051
TC19000946.hg.1	ZIK1	zinc finger protein interacting with K protein 1 homolog (mouse)	284307
TC19000947.hg.1	ZNF530	zinc finger protein 530	348327
TC19000949.hg.1	ZSCAN4	zinc finger and SCAN domain containing 4	201516
TC19000951.hg.1	NA	NA	NA
TC19000952.hg.1	NA	NA	NA
TC19000953.hg.1	LOC100128398	uncharacterized LOC100128398	100128398
TC19000954.hg.1	ZSCAN1	zinc finger and SCAN domain containing 1	284312
TC19000955.hg.1	ZNF135	zinc finger protein 135	7694
TC19000956.hg.1	ZNF274	zinc finger protein 274	10782
TC19000957.hg.1	ZNF544	zinc finger protein 544	27300
TC19000959.hg.1	ZSCAN22	zinc finger and SCAN domain containing 22	342945
TC19000960.hg.1	A1BG-AS1	A1BG antisense RNA 1 (non-protein coding)	503538
TC19000961.hg.1	NA	NA	NA
TC19000962.hg.1	NA	NA	NA
TC19000963.hg.1	NA	NA	NA
TC19000964.hg.1	RPS5	ribosomal protein S5	6193
TC19000965.hg.1	LOC646862	uncharacterized LOC646862	646862
TC19000966.hg.1	ZNF584	zinc finger protein 584	201514
TC19000967.hg.1	NA	NA	NA
TC19000968.hg.1	ZNF324B	zinc finger protein 324B	388569
TC19000969.hg.1	ZNF324	zinc finger protein 324	25799
TC19000970.hg.1	ZNF446	zinc finger protein 446	55663
TC19000971.hg.1	TRIM28	tripartite motif containing 28	10155
TC19000972.hg.1	LOC100131691	uncharacterized LOC100131691	100131691
TC19000973.hg.1	MGC2752	CENPB DNA-binding domains containing 1 pseudogene	65996
TC19000974.hg.1	WASH5P	WAS protein family homolog 5 pseudogene	375690
TC19000975.hg.1	NA	NA	NA
TC19000976.hg.1	NA	NA	NA
TC19000977.hg.1	NA	NA	NA
TC19000978.hg.1	NA	NA	NA
TC19000979.hg.1	NA	NA	NA
TC19000980.hg.1	NA	NA	NA
TC19000981.hg.1	PPAP2C	phosphatidic acid phosphatase type 2C	8612
TC19000982.hg.1	MIER2	mesoderm induction early response 1, family member 2	54531
TC19000983.hg.1	THEG	Theg homolog (mouse)	51298
TC19000984.hg.1	C2CD4C	C2 calcium-dependent domain containing 4C	126567
TC19000985.hg.1	SHC2	SHC (Src homology 2 domain containing) transforming protein 2	25759
TC19000986.hg.1	ODF3L2	outer dense fiber of sperm tails 3-like 2	284451
TC19000987.hg.1	POLRMT	polymerase (RNA) mitochondrial (DNA directed)	5442
TC19000988.hg.1	RNF126	ring finger protein 126	55658
TC19000989.hg.1	PRSS57	protease, serine, 57	400668
TC19000990.hg.1	LPPR3	lipid phosphate phosphatase-related protein type 3	79948
TC19000991.hg.1	MED16	mediator complex subunit 16	10025
TC19000992.hg.1	NA	NA	NA
TC19000993.hg.1	C19orf22	chromosome 19 open reading frame 22	91300
TC19000994.hg.1	NA	NA	NA
TC19000995.hg.1	C19orf6	chromosome 19 open reading frame 6	91304
TC19000996.hg.1	POLR2E	polymerase (RNA) II (DNA directed) polypeptide E, 25kDa	5434
TC19000997.hg.1	SBNO2	strawberry notch homolog 2 (Drosophila)	22904
TC19000998.hg.1	C19orf26	chromosome 19 open reading frame 26	255057
TC19000999.hg.1	C19orf23	chromosome 19 open reading frame 23	148046
TC19001000.hg.1	NA	NA	NA
TC19001001.hg.1	NA	NA	NA
TC19001002.hg.1	NA	NA	NA
TC19001003.hg.1	GAMT	guanidinoacetate N-methyltransferase	2593
TC19001004.hg.1	C19orf25	chromosome 19 open reading frame 25	148223
TC19001005.hg.1	PCSK4	proprotein convertase subtilisin/kexin type 4	54760
TC19001006.hg.1	ADAMTSL5	ADAMTS-like 5	339366
TC19001007.hg.1	MEX3D	mex-3 homolog D (C. elegans)	399664
TC19001008.hg.1	NA	NA	NA
TC19001009.hg.1	MBD3	methyl-CpG binding domain protein 3	53615
TC19001010.hg.1	UQCR11	ubiquinol-cytochrome c reductase, complex III subunit XI	10975
TC19001011.hg.1	TCF3	transcription factor 3 (E2A immunoglobulin enhancer binding factors E12/E47)	6929
TC19001012.hg.1	NA	NA	NA
TC19001013.hg.1	ATP8B3	ATPase, aminophospholipid transporter, class I, type 8B, member 3	148229
TC19001014.hg.1	NA	NA	NA
TC19001015.hg.1	KLF16	Kruppel-like factor 16	83855
TC19001016.hg.1	FAM108A1	family with sequence similarity 108, member A1	81926
TC19001017.hg.1	C19orf34	chromosome 19 open reading frame 34	255193
TC19001018.hg.1	BTBD2	BTB (POZ) domain containing 2	55643
TC19001019.hg.1	MKNK2	MAP kinase interacting serine/threonine kinase 2	2872
TC19001020.hg.1	MOB3A	MOB kinase activator 3A	126308
TC19001021.hg.1	AP3D1	adaptor-related protein complex 3, delta 1 subunit	8943
TC19001022.hg.1	NA	NA	NA
TC19001023.hg.1	PLEKHJ1	pleckstrin homology domain containing, family J member 1	55111
TC19001024.hg.1	MIR1227	microRNA 1227	100302283
TC19001025.hg.1	JSRP1	junctional sarcoplasmic reticulum protein 1	126306
TC19001026.hg.1	C19orf35	chromosome 19 open reading frame 35	374872
TC19001027.hg.1	LINGO3	leucine rich repeat and Ig domain containing 3	645191
TC19001028.hg.1	LSM7	LSM7 homolog, U6 small nuclear RNA associated (S. cerevisiae)	51690
TC19001029.hg.1	TIMM13	translocase of inner mitochondrial membrane 13 homolog (yeast)	26517
TC19001030.hg.1	LMNB2	lamin B2	84823
TC19001031.hg.1	NA	NA	NA
TC19001032.hg.1	GNG7	guanine nucleotide binding protein (G protein), gamma 7	2788
TC19001033.hg.1	NA	NA	NA
TC19001034.hg.1	DIRAS1	DIRAS family, GTP-binding RAS-like 1	148252
TC19001035.hg.1	SLC39A3	solute carrier family 39 (zinc transporter), member 3	29985
TC19001036.hg.1	SGTA	small glutamine-rich tetratricopeptide repeat (TPR)-containing, alpha	6449
TC19001037.hg.1	ZNF77	zinc finger protein 77	58492
TC19001038.hg.1	NA	NA	NA
TC19001039.hg.1	ZNF77	zinc finger protein 77	58492
TC19001040.hg.1	TLE2	transducin-like enhancer of split 2 (E(sp1) homolog, Drosophila)	7089
TC19001041.hg.1	AES	amino-terminal enhancer of split	166
TC19001042.hg.1	C19orf77	chromosome 19 open reading frame 77	284422
TC19001043.hg.1	DOHH	deoxyhypusine hydroxylase/monooxygenase	83475
TC19001044.hg.1	NA	NA	NA
TC19001045.hg.1	C19orf28	chromosome 19 open reading frame 28	126321
TC19001046.hg.1	TBXA2R	thromboxane A2 receptor	6915
TC19001047.hg.1	C19orf29	chromosome 19 open reading frame 29	58509
TC19001048.hg.1	PIP5K1C	phosphatidylinositol-4-phosphate 5-kinase, type I, gamma	23396
TC19001049.hg.1	APBA3	amyloid beta (A4) precursor protein-binding, family A, member 3	9546
TC19001050.hg.1	RAX2	retina and anterior neural fold homeobox 2	84839
TC19001051.hg.1	MATK	megakaryocyte-associated tyrosine kinase	4145
TC19001052.hg.1	ZFR2	zinc finger RNA binding protein 2	23217
TC19001053.hg.1	NA	NA	NA
TC19001054.hg.1	EEF2	eukaryotic translation elongation factor 2	1938
TC19001055.hg.1	SNORD37	small nucleolar RNA, C/D box 37	26812
TC19001056.hg.1	NA	NA	NA
TC19001057.hg.1	ZBTB7A	zinc finger and BTB domain containing 7A	51341
TC19001058.hg.1	MAP2K2	mitogen-activated protein kinase kinase 2	5605
TC19001059.hg.1	SIRT6	sirtuin 6	51548
TC19001060.hg.1	TMIGD2	transmembrane and immunoglobulin domain containing 2	126259
TC19001061.hg.1	STAP2	signal transducing adaptor family member 2	55620
TC19001062.hg.1	SH3GL1	SH3-domain GRB2-like 1	6455
TC19001063.hg.1	NA	NA	NA
TC19001064.hg.1	PLIN4	perilipin 4	729359
TC19001066.hg.1	SEMA6B	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6B	10501
TC19001067.hg.1	C19orf10	chromosome 19 open reading frame 10	56005
TC19001068.hg.1	DPP9	dipeptidyl-peptidase 9	91039
TC19001069.hg.1	NA	NA	NA
TC19001070.hg.1	NA	NA	NA
TC19001071.hg.1	TICAM1	toll-like receptor adaptor molecule 1	148022
TC19001072.hg.1	PLIN3	perilipin 3	10226
TC19001073.hg.1	NA	NA	NA
TC19001074.hg.1	ARRDC5	arrestin domain containing 5	645432
TC19001075.hg.1	NA	NA	NA
TC19001076.hg.1	PTPRS	protein tyrosine phosphatase, receptor type, S	5802
TC19001077.hg.1	PLAC2	placenta-specific 2 (non-protein coding)	257000
TC19001078.hg.1	NA	NA	NA
TC19001079.hg.1	SAFB2	scaffold attachment factor B2	9667
TC19001080.hg.1	C19orf70	chromosome 19 open reading frame 70	125988
TC19001081.hg.1	LONP1	lon peptidase 1, mitochondrial	9361
TC19001082.hg.1	PRR22	proline rich 22	163154
TC19001083.hg.1	DUS3L	dihydrouridine synthase 3-like (S. cerevisiae)	56931
TC19001084.hg.1	FUT6	fucosyltransferase 6 (alpha (1,3) fucosyltransferase)	2528
TC19001085.hg.1	FUT3	fucosyltransferase 3 (galactoside 3(4)-L-fucosyltransferase, Lewis blood group)	2525
TC19001087.hg.1	RANBP3	RAN binding protein 3	8498
TC19001088.hg.1	RFX2	regulatory factor X, 2 (influences HLA class II expression)	5990
TC19001089.hg.1	NA	NA	NA
TC19001090.hg.1	NA	NA	NA
TC19001091.hg.1	MLLT1	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 1	4298
TC19001092.hg.1	ACER1	alkaline ceramidase 1	125981
TC19001093.hg.1	PSPN	persephin	5623
TC19001094.hg.1	GTF2F1	general transcription factor IIF, polypeptide 1, 74kDa	2962
TC19001095.hg.1	NA	NA	NA
TC19001096.hg.1	SLC25A41	solute carrier family 25, member 41	284427
TC19001097.hg.1	SLC25A23	solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 23	79085
TC19001098.hg.1	DENND1C	DENN/MADD domain containing 1C	79958
TC19001099.hg.1	TUBB4A	tubulin, beta 4A class IVa	10382
TC19001100.hg.1	NA	NA	NA
TC19001101.hg.1	CD70	CD70 molecule	970
TC19001102.hg.1	TNFSF14	tumor necrosis factor (ligand) superfamily, member 14	8740
TC19001103.hg.1	C3	complement component 3	718
TC19001104.hg.1	GPR108	G protein-coupled receptor 108	56927
TC19001105.hg.1	SH2D3A	SH2 domain containing 3A	10045
TC19001106.hg.1	EMR4P	egf-like module containing, mucin-like, hormone receptor-like 4 pseudogene	326342
TC19001107.hg.1	FLJ25758	uncharacterized locus FLJ25758	497049
TC19001108.hg.1	NA	NA	NA
TC19001109.hg.1	MBD3L4	methyl-CpG binding domain protein 3-like 4	653656
TC19001110.hg.1	MBD3L3	methyl-CpG binding domain protein 3-like 3	653657
TC19001111.hg.1	INSR	insulin receptor	3643
TC19001112.hg.1	LOC100128573	uncharacterized LOC100128573	100128573
TC19001113.hg.1	PEX11G	peroxisomal biogenesis factor 11 gamma	92960
TC19001114.hg.1	XAB2	XPA binding protein 2	56949
TC19001115.hg.1	PCP2	Purkinje cell protein 2	126006
TC19001116.hg.1	FCER2	Fc fragment of IgE, low affinity II, receptor for (CD23)	2208
TC19001117.hg.1	CLEC4G	C-type lectin domain family 4, member G	339390
TC19001118.hg.1	CD209	CD209 molecule	30835
TC19001119.hg.1	FLJ22184	putative uncharacterized protein FLJ22184	80164
TC19001120.hg.1	LOC388499	hCG2003956	388499
TC19001121.hg.1	NA	NA	NA
TC19001122.hg.1	NA	NA	NA
TC19001123.hg.1	CTXN1	cortexin 1	404217
TC19001124.hg.1	TIMM44	translocase of inner mitochondrial membrane 44 homolog (yeast)	10469
TC19001125.hg.1	ELAVL1	ELAV (embryonic lethal, abnormal vision, Drosophila)-like 1 (Hu antigen R)	1994
TC19001126.hg.1	FBN3	fibrillin 3	84467
TC19001127.hg.1	CD320	CD320 molecule	51293
TC19001128.hg.1	NDUFA7	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 7, 14.5kDa	4701
TC19001129.hg.1	KANK3	KN motif and ankyrin repeat domains 3	256949
TC19001130.hg.1	LOC100507567	uncharacterized LOC100507567	100507567
TC19001133.hg.1	PRAM1	PML-RARA regulated adaptor molecule 1	84106
TC19001134.hg.1	ZNF414	zinc finger protein 414	84330
TC19001135.hg.1	MYO1F	myosin IF	4542
TC19001136.hg.1	ADAMTS10	ADAM metallopeptidase with thrombospondin type 1 motif, 10	81794
TC19001137.hg.1	ACTL9	actin-like 9	284382
TC19001138.hg.1	ZNF558	zinc finger protein 558	148156
TC19001139.hg.1	MUC16	mucin 16, cell surface associated	94025
TC19001140.hg.1	NA	NA	NA
TC19001141.hg.1	OR7G2	olfactory receptor, family 7, subfamily G, member 2	390882
TC19001142.hg.1	OR7G1	olfactory receptor, family 7, subfamily G, member 1	125962
TC19001143.hg.1	OR7G3	olfactory receptor, family 7, subfamily G, member 3	390883
TC19001144.hg.1	OR7D4	olfactory receptor, family 7, subfamily D, member 4	125958
TC19001145.hg.1	ZNF699	zinc finger protein 699	374879
TC19001146.hg.1	ZNF266	zinc finger protein 266	10781
TC19001147.hg.1	ZNF560	zinc finger protein 560	147741
TC19001148.hg.1	ZNF426	zinc finger protein 426	79088
TC19001149.hg.1	ZNF121	zinc finger protein 121	7675
TC19001150.hg.1	ZNF561	zinc finger protein 561	93134
TC19001151.hg.1	ZNF562	zinc finger protein 562	54811
TC19001152.hg.1	ZNF812	zinc finger protein 812	729648
TC19001153.hg.1	NA	NA	NA
TC19001154.hg.1	FBXL12	F-box and leucine-rich repeat protein 12	54850
TC19001155.hg.1	OLFM2	olfactomedin 2	93145
TC19001156.hg.1	COL5A3	collagen, type V, alpha 3	50509
TC19001157.hg.1	ANGPTL6	angiopoietin-like 6	83854
TC19001158.hg.1	EIF3G	eukaryotic translation initiation factor 3, subunit G	8666
TC19001159.hg.1	DNMT1	DNA (cytosine-5-)-methyltransferase 1	1786
TC19001160.hg.1	S1PR2	sphingosine-1-phosphate receptor 2	9294
TC19001161.hg.1	NA	NA	NA
TC19001162.hg.1	RAVER1	ribonucleoprotein, PTB-binding 1	125950
TC19001163.hg.1	ICAM3	intercellular adhesion molecule 3	3385
TC19001164.hg.1	TYK2	tyrosine kinase 2	7297
TC19001165.hg.1	NA	NA	NA
TC19001166.hg.1	KEAP1	kelch-like ECH-associated protein 1	9817
TC19001167.hg.1	S1PR5	sphingosine-1-phosphate receptor 5	53637
TC19001168.hg.1	NA	NA	NA
TC19001169.hg.1	KRI1	KRI1 homolog (S. cerevisiae)	65095
TC19001170.hg.1	CDKN2D	cyclin-dependent kinase inhibitor 2D (p19, inhibits CDK4)	1032
TC19001171.hg.1	AP1M2	adaptor-related protein complex 1, mu 2 subunit	10053
TC19001172.hg.1	LOC147727	uncharacterized LOC147727	147727
TC19001173.hg.1	MIR199A1	microRNA 199a-1	406976
TC19001174.hg.1	TMED1	transmembrane emp24 protein transport domain containing 1	11018
TC19001175.hg.1	NA	NA	NA
TC19001176.hg.1	YIPF2	Yip1 domain family, member 2	78992
TC19001177.hg.1	SPC24	SPC24, NDC80 kinetochore complex component, homolog (S. cerevisiae)	147841
TC19001178.hg.1	KANK2	KN motif and ankyrin repeat domains 2	25959
TC19001179.hg.1	DOCK6	dedicator of cytokinesis 6	57572
TC19001180.hg.1	NA	NA	NA
TC19001181.hg.1	RAB3D	RAB3D, member RAS oncogene family	9545
TC19001182.hg.1	TMEM205	transmembrane protein 205	374882
TC19001184.hg.1	CCDC151	coiled-coil domain containing 151	115948
TC19001185.hg.1	ELAVL3	ELAV (embryonic lethal, abnormal vision, Drosophila)-like 3 (Hu antigen C)	1995
TC19001187.hg.1	ELOF1	elongation factor 1 homolog (S. cerevisiae)	84337
TC19001188.hg.1	ACP5	acid phosphatase 5, tartrate resistant	54
TC19001189.hg.1	ZNF823	zinc finger protein 823	55552
TC19001191.hg.1	NA	NA	NA
TC19001192.hg.1	NA	NA	NA
TC19001194.hg.1	NA	NA	NA
TC19001195.hg.1	NA	NA	NA
TC19001196.hg.1	ZNF563	zinc finger protein 563	147837
TC19001197.hg.1	ZNF442	zinc finger protein 442	79973
TC19001198.hg.1	ZNF799	zinc finger protein 799	90576
TC19001199.hg.1	ZNF443	zinc finger protein 443	10224
TC19001201.hg.1	ZNF490	zinc finger protein 490	57474
TC19001202.hg.1	MAN2B1	mannosidase, alpha, class 2B, member 1	4125
TC19001203.hg.1	C19orf56	chromosome 19 open reading frame 56	51398
TC19001204.hg.1	DHPS	deoxyhypusine synthase	1725
TC19001205.hg.1	FBXW9	F-box and WD repeat domain containing 9	84261
TC19001206.hg.1	TNPO2	transportin 2	30000
TC19001207.hg.1	SNORD41	small nucleolar RNA, C/D box 41	26810
TC19001208.hg.1	C19orf43	chromosome 19 open reading frame 43	79002
TC19001209.hg.1	HOOK2	hook homolog 2 (Drosophila)	29911
TC19001210.hg.1	PRDX2	peroxiredoxin 2	7001
TC19001211.hg.1	RTBDN	retbindin	83546
TC19001212.hg.1	DNASE2	deoxyribonuclease II, lysosomal	1777
TC19001213.hg.1	KLF1	Kruppel-like factor 1 (erythroid)	10661
TC19001214.hg.1	SYCE2	synaptonemal complex central element protein 2	256126
TC19001215.hg.1	FARSA	phenylalanyl-tRNA synthetase, alpha subunit	2193
TC19001216.hg.1	GADD45GIP1	growth arrest and DNA-damage-inducible, gamma interacting protein 1	90480
TC19001217.hg.1	LYL1	lymphoblastic leukemia derived sequence 1	4066
TC19001218.hg.1	TRMT1	TRM1 tRNA methyltransferase 1 homolog (S. cerevisiae)	55621
TC19001219.hg.1	STX10	syntaxin 10	8677
TC19001220.hg.1	CACNA1A	calcium channel, voltage-dependent, P/Q type, alpha 1A subunit	773
TC19001221.hg.1	NA	NA	NA
TC19001222.hg.1	NA	NA	NA
TC19001223.hg.1	NA	NA	NA
TC19001224.hg.1	NA	NA	NA
TC19001225.hg.1	C19orf57	chromosome 19 open reading frame 57	79173
TC19001226.hg.1	PODNL1	podocan-like 1	79883
TC19001227.hg.1	RFX1	regulatory factor X, 1 (influences HLA class II expression)	5989
TC19001228.hg.1	PALM3	paralemmin 3	342979
TC19001229.hg.1	C19orf67	chromosome 19 open reading frame 67	646457
TC19001230.hg.1	SAMD1	sterile alpha motif domain containing 1	90378
TC19001231.hg.1	PRKACA	protein kinase, cAMP-dependent, catalytic, alpha	5566
TC19001232.hg.1	ASF1B	ASF1 anti-silencing function 1 homolog B (S. cerevisiae)	55723
TC19001233.hg.1	LPHN1	latrophilin 1	22859
TC19001234.hg.1	NA	NA	NA
TC19001235.hg.1	NA	NA	NA
TC19001236.hg.1	DDX39A	DEAD (Asp-Glu-Ala-Asp) box polypeptide 39A	10212
TC19001237.hg.1	PTGER1	prostaglandin E receptor 1 (subtype EP1), 42kDa	5731
TC19001238.hg.1	GIPC1	GIPC PDZ domain containing family, member 1	10755
TC19001239.hg.1	DNAJB1	DnaJ (Hsp40) homolog, subfamily B, member 1	3337
TC19001240.hg.1	NDUFB7	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 7, 18kDa	4713
TC19001241.hg.1	EMR3	egf-like module containing, mucin-like, hormone receptor-like 3	84658
TC19001242.hg.1	EMR2	egf-like module containing, mucin-like, hormone receptor-like 2	30817
TC19001243.hg.1	OR7C1	olfactory receptor, family 7, subfamily C, member 1	26664
TC19001244.hg.1	OR7A5	olfactory receptor, family 7, subfamily A, member 5	26659
TC19001245.hg.1	OR7A10	olfactory receptor, family 7, subfamily A, member 10	390892
TC19001246.hg.1	NA	NA	NA
TC19001247.hg.1	OR7A17	olfactory receptor, family 7, subfamily A, member 17	26333
TC19001248.hg.1	SLC1A6	solute carrier family 1 (high affinity aspartate/glutamate transporter), member 6	6511
TC19001249.hg.1	ILVBL	ilvB (bacterial acetolactate synthase)-like	10994
TC19001250.hg.1	NOTCH3	notch 3	4854
TC19001251.hg.1	EPHX3	epoxide hydrolase 3	79852
TC19001252.hg.1	BRD4	bromodomain containing 4	23476
TC19001253.hg.1	AKAP8	A kinase (PRKA) anchor protein 8	10270
TC19001254.hg.1	AKAP8L	A kinase (PRKA) anchor protein 8-like	26993
TC19001255.hg.1	WIZ	widely interspaced zinc finger motifs	58525
TC19001256.hg.1	RASAL3	RAS protein activator like 3	64926
TC19001257.hg.1	PGLYRP2	peptidoglycan recognition protein 2	114770
TC19001258.hg.1	CYP4F24P	cytochrome P450, family 4, subfamily F, polypeptide 24, pseudogene	388514
TC19001259.hg.1	OR10H1	olfactory receptor, family 10, subfamily H, member 1	26539
TC19001260.hg.1	NA	NA	NA
TC19001261.hg.1	CYP4F2	cytochrome P450, family 4, subfamily F, polypeptide 2	8529
